Track name, Artist name, Album, Playlist name, Type, ISRC
Arik,O Mer,Everything Is Everyone's Fault,Noa Argov 17.2.19,Playlist track,GBKPL1934294
Jesseye 'Lizabeth (feat. Phoebe Bridgers),Mercury Rev,Bobbie Gentry's The Delta Sweete Revisited,Noa Argov 17.2.19,Playlist track,USBQU1800119
Curumim Chama Cunhatã Que Vou Contar,Jorge Ben Jor,Bem-Vinda Amizade,Noa Argov 17.2.19,Playlist track,BRSGL8200021
WORTH NONE (REWORKED) - Live,Noga Erez,WORTH NONE (REWORKED) [Live],Noa Argov 17.2.19,Playlist track,DED621900065
I Want Your Love - electric lady sessions,LCD Soundsystem,Electric Lady Sessions,Noa Argov 10.2.19,Playlist track,USSM11807238
Got To Keep On,The Chemical Brothers,Got To Keep On,Noa Argov 10.2.19,Playlist track,GBUM71807652
Cyboogie,King Gizzard & The Lizard Wizard,Cyboogie,Noa Argov 10.2.19,Playlist track,AUTZK1800043
Weatherman,Kid Le Chat,Kid Le Chat,Noa Argov 10.2.19,Playlist track,BXO5L1700004
Our Side,Umman Manda,Our Side,Noa Argov 10.2.19,Playlist track,IL6191900113
Slave,AvevA,Slave,Noa Argov 10.2.19,Playlist track,IL6191900099
Cavalry,Mashrou' Leila,Cavalry,Noa Argov 10.2.19,Playlist track,GB9TP1900084
עיר בלי ים,Tomer Yeshayahu,עיר בלי ים,Noa Argov 10.2.19,Playlist track,IL4040101903
Wanna Come Down,Ibibio Sound Machine,Wanna Come Down,Noa Argov 10.2.19,Playlist track,USMRG1966502
עיר מרוחקת,Efrat Ben Zur,עיר מרוחקת,Noa Argov 10.2.19,Playlist track,IL1041900262
Universal Love,Lenny White,Original Album Series,Noa Argov 10.2.19,Playlist track,USEE10250776
Mujeres,Y La Bamba,Mujeres,Noa Argov 10.2.19,Playlist track,QMM3X1807901
10 Commandments,The Specials,Encore (Deluxe),Noa Argov 10.2.19,Playlist track,GBUM71807073
Ancestral Recall (feat. Saul Williams),Christian Scott aTunde Adjuah,Ancestral Recall (feat. Saul Williams),Noa Argov 10.2.19,Playlist track,US8JA1908012
We Never Lived Here,Beirut,Gallipoli,Noa Argov 10.2.19,Playlist track,GBAFL1800206
DAWAN,Apparat,DAWAN,Noa Argov 10.2.19,Playlist track,GBR8R1800750
Rabbouni,Deena Abdelwahed,Khonnar,Noa Argov 10.2.19,Playlist track,FRT091800056
ZORA,Jamila Woods,ZORA,Noa Argov 10.2.19,Playlist track,US38Y1934202
Power On,James Blake,Assume Form,Noa Argov 10.2.19,Playlist track,GBUM71807983
חשבונות נפש - Live,Tslil Avraham,חשבונות נפש (Live),Noa Argov 10.2.19,Playlist track,IL6191900157
In Your Head,Nilüfer Yanya,In Your Head,Noa Argov 3.2.19,Playlist track,USATO1800415
Coming Home (feat. Kojey Radical),Swindle,Coming Home (feat. Kojey Radical),Noa Argov 3.2.19,Playlist track,GBMEF1801103
Capoeira mata um,Jackson Do Pandeiro,O Cabra da Peste,Noa Argov 3.2.19,Playlist track,BRWMB9801946
גלים גבוהים,WC,גלים גבוהים,Noa Argov 3.2.19,Playlist track,IL1041900241
Boca Llena,Y La Bamba,Boca Llena,Noa Argov 3.2.19,Playlist track,QMM3X1908107
dressed/IN A MATTER OF SPEECH,Le Butcherettes,bi/MENTAL,Noa Argov 3.2.19,Playlist track,QMRSZ1800199
Woman,Karen O,Woman,Noa Argov 3.2.19,Playlist track,QMRSZ1802760
What Happens to People?,Deerhunter,Why Hasn't Everything Already Disappeared?,Noa Argov 3.2.19,Playlist track,GBAFL1800190
By Myself,FIDLAR,By Myself,Noa Argov 3.2.19,Playlist track,USQE91500680
Tobacco Road (feat. Susanne Sundfør),Mercury Rev,Tobacco Road (feat. Susanne Sundfør) / Ode to Billie Joe (feat. Lucinda Williams),Noa Argov 3.2.19,Playlist track,USBQU1800117
You Shadow,Sharon Van Etten,You Shadow,Noa Argov 3.2.19,Playlist track,US38Y1833108
עיר בלי ים,Tomer Yeshayahu,עיר בלי ים,Noa Argov 3.2.19,Playlist track,IL4040101903
Fifty Words for Time,Totemo,Fifty Words for Time,Noa Argov 3.2.19,Playlist track,DEVK41600144
Got To Keep On,The Chemical Brothers,Got To Keep On,Noa Argov 3.2.19,Playlist track,GBUM71807652
Blue,Loren Noyman,Blue,Noa Argov 3.2.19,Playlist track,IL1041900221
Fading,Moi Cava,Moi Cava,Noa Argov 3.2.19,Playlist track,QZ8LD1769097
Juice,Lizzo,Juice,Noa Argov 3.2.19,Playlist track,USAT21813044
Sweet Freedom - Live,Michael McDonald,Live on Soundstage,Noa Argov 3.2.19,Playlist track,QMRSZ1701952
When I'm With Him - Perfume Genius Cover,Empress Of,When I'm With Him (Perfume Genius Cover),Noa Argov 3.2.19,Playlist track,USUG11900066
Absentee,Cass McCombs,Absentee,Noa Argov 3.2.19,Playlist track,USEP41826004
איך לפעמים אני,Meir Ariel,ירוקות,Noa Argov 3.2.19,Playlist track,IL1010000770
What Chaos is Imaginary,Girlpool,What Chaos Is Imaginary,Noa Argov 3.2.19,Playlist track,USEP41844010
שלא נישן יותר לבד,Tal Tamari,איך התחילה התנועה,Noa Argov 3.2.19,Playlist track,IL6191900137
אוי,Naomi Yeivin,אוי,Noa Argov 3.2.19,Playlist track,IL6191801089
Siren 042,Lala Lala,Siren 042,Noa Argov 3.2.19,Playlist track,USHF31911301
Forgetting the Rules Of Love,Billy And The Firm,Forgetting the Rules Of Love,Noa Argov 3.2.19,Playlist track,il5841923794
HÂŚHMÂL,BĘÃTFÓØT,De Vibez,Noa Argov 3.2.19,Playlist track,DEG931850955
Scam Likely,FIDLAR,Almost Free,Noa Argov 27.1.19,Playlist track,USQE91500684
Tell Me to Leave,Gobbolino,Tell Me to Leave,Noa Argov 27.1.19,Playlist track,IL6191900020
Shock Therapy,Magon,Shock Therapy,Noa Argov 27.1.19,Playlist track,FR9W11823274
In Your Head,Nilüfer Yanya,In Your Head,Noa Argov 27.1.19,Playlist track,USATO1800415
Wild Man,Kate Bush,50 Words For Snow,Noa Argov 27.1.19,Playlist track,GBCNR1100030
Fifty Words for Time,Totemo,Fifty Words for Time,Noa Argov 27.1.19,Playlist track,DEVK41600144
Retrograde,Maggie Rogers,Heard It In A Past Life,Noa Argov 27.1.19,Playlist track,USUG11801657
Sina,Djavan,Luz,Noa Argov 27.1.19,Playlist track,BRSME8200048
Slave,AvevA,Slave,Noa Argov 27.1.19,Playlist track,IL6191900099
Kamane Tarhanin,Mdou Moctar,Kamane Tarhanin,Noa Argov 27.1.19,Playlist track,QZDZE1905101
שלא נישן יותר לבד,Tal Tamari,איך התחילה התנועה,Noa Argov 27.1.19,Playlist track,IL6191900137
Laws of the Universe,Toro y Moi,Outer Peace,Noa Argov 27.1.19,Playlist track,US22N1913103
Ibrik,Bonobo,Ibrik,Noa Argov 27.1.19,Playlist track,GBEXH1900012
Sound Test,Red Axes,Sound Test,Noa Argov 27.1.19,Playlist track,GBTZZ1800113
Talk A Lot (feat. Eva Lazarus),Swindle,No More Normal,Noa Argov 27.1.19,Playlist track,GBMEF1801122
Ninho,Ivan Conti,Poison Fruit,Noa Argov 27.1.19,Playlist track,GBDCR1800067
עוד יום,אביחי טוכמן,עוד יום,Noa Argov 27.1.19,Playlist track,QZ4JJ1955398
DAWAN,Apparat,DAWAN,Noa Argov 27.1.19,Playlist track,GBR8R1800750
baglaens,Lowly,baglaens,Noa Argov 27.1.19,Playlist track,GBBRP1987303
Barefoot In The Park,James Blake,Assume Form,Noa Argov 27.1.19,Playlist track,GBUM71807978
I See A Darkness,ROSALÍA,Los Ángeles,Noa Argov 27.1.19,Playlist track,ES5701601337
Knock Me Off My Feet,SOAK,Knock Me Off My Feet,Noa Argov 13.1.19,Playlist track,GBCVZ1800111
Plains,Deerhunter,Plains,Noa Argov 13.1.19,Playlist track,GBAFL1800194
Affaire A Mbongo,KOKOKO!,Liboso,Noa Argov 13.1.19,Playlist track,GBKZV1800152
Polaroid Banana,Liquid Saloon,Polaroid Banana,Noa Argov 13.1.19,Playlist track,IL6721700081
Carnival Nights,Steve Spacek,Natural Sci-Fi,Noa Argov 13.1.19,Playlist track,GB4HG1800023
CHANCES,KAYTRANADA,NOTHIN LIKE U / CHANCES,Noa Argov 13.1.19,Playlist track,USRC11803721
Let You Know,Alaska Snack Time,Let You Know,Noa Argov 13.1.19,Playlist track,DELJ81820706
Capitão de Areia,Afterclapp,Capitão de Areia,Noa Argov 13.1.19,Playlist track,QZAPG1850513
Antiguos Dueños De Las Flechas - Original Mix,Coro Qom Chelaalapi,Revisión EP,Noa Argov 13.1.19,Playlist track,UKLUL1800004
Pais Nublado,Helado Negro,Pais Nublado,Noa Argov 13.1.19,Playlist track,US6PQ1900051
Sunshine,Electric Zoo,Me and My Machine Against the World,Noa Argov 13.1.19,Playlist track,IL6191801355
כמו עץ,Ruth Danon,כמו עץ,Noa Argov 13.1.19,Playlist track,IL6191800242
Old Man,Stella Donnelly,Old Man,Noa Argov 13.1.19,Playlist track,US38W1937201
Juice,Lizzo,Juice,Noa Argov 13.1.19,Playlist track,USAT21813044
Wasted Nun,Cherry Glazerr,Wasted Nun,Noa Argov 13.1.19,Playlist track,US38W1936203
We Appreciate Power,Grimes,We Appreciate Power,Noa Argov 13.1.19,Playlist track,GBAFL1800298
Such a Remarkable Day,Charlotte Gainsbourg,Such a Remarkable Day,Noa Argov 13.1.19,Playlist track,FR6P11702100
I DON'T CARE,박혜진 Park Hye Jin,IF U WANT IT,Noa Argov 13.1.19,Playlist track,USA2P1896835
MAH,The Chemical Brothers,MAH,Noa Argov 13.1.19,Playlist track,GBUM71807656
Lover Chanting - Jayda G Remix,Little Dragon,Lover Chanting (Jayda G Remix),Noa Argov 13.1.19,Playlist track,GBCFB1800413
Tell Me (Doko Mien),Ibibio Sound Machine,Tell Me (Doko Mien),Noa Argov 13.1.19,Playlist track,USMRG1966503
Twisting the Knife - 2016 Remastered,Alison Moyet,Alf (Deluxe Version),Noa Argov 13.1.19,Playlist track,GBARL1601589
Seventeen,Sharon Van Etten,Seventeen,Noa Argov 13.1.19,Playlist track,US38Y1833106
Landslide,Beirut,Landslide,Noa Argov 13.1.19,Playlist track,GBAFL1800198
פשוט,Tal Tamari,פשוט,Noa Argov 13.1.19,Playlist track,IL6191801378
Big Boss Man,Mercury Rev,Big Boss Man,Noa Argov 13.1.19,Playlist track,USBQU1800112
Letting Go,Wild Nothing,Letting Go,Noa Argov 31.12.18,Playlist track,QMMZN1801611
Twentytwo,Sunflower Bean,Twentytwo in Blue,Noa Argov 31.12.18,Playlist track,USQE91500473
Mardi Gras Beads,Parquet Courts,Wide Awake!,Noa Argov 31.12.18,Playlist track,GBCVZ1700222
Cost Your Love,Miya Folick,Premonitions,Noa Argov 31.12.18,Playlist track,USUM71809410
Eyes Open (feat. Rootz & Deborah Jordan),Ty,A Work Of Heart,Noa Argov 31.12.18,Playlist track,UKEKP1700018
Muchas (feat. Cola Boyy),Myd,Muchas (feat. Cola Boyy),Noa Argov 31.12.18,Playlist track,FR0NT1801265
In Your Beat,Django Django,Marble Skies,Noa Argov 31.12.18,Playlist track,GBMVH1701250
Emerald Rush - Edit,Jon Hopkins,Singularity,Noa Argov 31.12.18,Playlist track,GBCEL1800033
Taste,Rhye,Blood,Noa Argov 31.12.18,Playlist track,USC4R1702283
Mountains of Gold,Everything Is Recorded,Mountains of Gold,Noa Argov 31.12.18,Playlist track,GBBKS1700294
Something My Heart Trusts,Yazmin Lacey,Something My Heart Trusts,Noa Argov 31.12.18,Playlist track,GBMCZ0601156
Todo Homem - Ao Vivo,Zeca Veloso,Todo Homem (Ao Vivo),Noa Argov 31.12.18,Playlist track,BR3UN1700018
Lover Chanting,Little Dragon,Lover Chanting EP,Noa Argov 31.12.18,Playlist track,GBCFB1800240
All For Nothing,Empress Of,Us,Noa Argov 31.12.18,Playlist track,USUG11801513
The Psychologist,Marie Davidson,Working Class Woman,Noa Argov 31.12.18,Playlist track,GBCFB1800063
Stereo L,Daniel Avery,Song for Alpha,Noa Argov 31.12.18,Playlist track,GBTZZ1700013
In My View,Young Fathers,Cocoa Sugar,Noa Argov 31.12.18,Playlist track,GBCFB1700586
PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,El Mal Querer,Noa Argov 31.12.18,Playlist track,ES5021800323
Voices in the Field,Calexico,The Thread That Keeps Us,Noa Argov 31.12.18,Playlist track,USEP41738002
The Lick,shame,Songs of Praise,Noa Argov 31.12.18,Playlist track,USJ5G1814404
Verocai,Matty,Déjàvu,Noa Argov 31.12.18,Playlist track,GBKPL1804569
The Gut,Homeboy Sandman,Humble Pi,Noa Argov 31.12.18,Playlist track,US2S71895002
Breathe Life,Gwilym Gold,Sky Blue Room,Noa Argov 31.12.18,Playlist track,GBKPL1825900
Say When,Tirzah,Devotion,Noa Argov 31.12.18,Playlist track,GBCEL1800134
Bite The Hand,Julien Baker,boygenius,Noa Argov 31.12.18,Playlist track,USMTD1812081
Give A Little,Maggie Rogers,Give A Little,Noa Argov 9.12.18,Playlist track,USUG11801240
Jeannie Becomes A Mom,Caroline Rose,LONER,Noa Argov 9.12.18,Playlist track,US27Q1841704
Boys,Lizzo,Boys,Noa Argov 9.12.18,Playlist track,USAT21802921
